BOOKINGSORDERDATE,BOOKINGSSTATUS,PRODUCTCODE,CUSTOMERNAME,BOOKINGSCOUNTRY,BOOKINGSTERRITORY,BOOKINGSQUANTITYORDERED
8/10/2003 0:00,Shipped,S700_1691,Mini Creations Ltd.,USA,NA,7890
10/8/2003 0:00,Shipped,S700_1691,Euro Shopping Channel,Spain,EMEA,9908
10/28/2003 0:00,Shipped,S700_1691,Technics Stores Inc.,USA,NA,5524
12/1/2003 0:00,Shipped,S700_1691,West Coast Collectables Co.,USA,NA,7978
1/12/2004 0:00,Shipped,S700_1691,Osaka Souveniers Co.,Japan,Japan,3298
2/20/2004 0:00,Shipped,S700_1691,"Australian Collectors, Co.",Australia,APAC,5068
4/2/2004 0:00,Shipped,S700_1691,"Royal Canadian Collectables, Ltd.",Canada,NA,5160
5/11/2004 0:00,Shipped,S700_1691,The Sharp Gifts Warehouse,USA,NA,5662
6/24/2004 0:00,Cancelled,S700_1691,Euro Shopping Channel,Spain,EMEA,6722
7/23/2004 0:00,Shipped,S700_1691,La Rochelle Gifts,France,EMEA,5728
8/21/2004 0:00,Shipped,S700_1691,"Norway Gifts By Mail, Co.",Norway,EMEA,3988
9/15/2004 0:00,Shipped,S700_1691,"Bavarian Collectables Imports, Co.",Germany,EMEA,8592
10/15/2004 0:00,Shipped,S700_1691,Mini Classics,USA,NA,4448
11/1/2004 0:00,Shipped,S700_1691,giftsbymail.co.uk,UK,EMEA,5590
11/12/2004 0:00,Shipped,S700_1691,Rovelli Gifts,Italy,EMEA,5524
11/24/2004 0:00,Shipped,S700_1691,Enaco Distributors,Spain,EMEA,5316
12/4/2004 0:00,Shipped,S700_1691,Gift Ideas Corp.,USA,NA,10086
12/17/2004 0:00,Shipped,S700_1691,Souveniers And Things Co.,Australia,APAC,2420
2/3/2005 0:00,Shipped,S700_1691,La Rochelle Gifts,France,EMEA,6058
3/3/2005 0:00,Shipped,S700_1691,FunGiftIdeas.com,USA,NA,20132
3/30/2005 0:00,Shipped,S700_1691,Reims Collectables,France,EMEA,8242
4/3/2005 0:00,On Hold,S700_1691,Tekni Collectables Inc.,USA,NA,2270
5/10/2005 0:00,Shipped,S700_1691,L'ordine Souveniers,Italy,EMEA,4200
2/11/2003 0:00,Shipped,S700_1938,Danish Wholesale Imports,Denmark,EMEA,4068
4/16/2003 0:00,Shipped,S700_1938,"Dragon Souveniers, Ltd.",Singapore,Japan,6054
6/6/2003 0:00,Shipped,S700_1938,Euro Shopping Channel,Spain,EMEA,6208
8/8/2003 0:00,Shipped,S700_1938,Mini Gifts Distributors Ltd.,USA,NA,7224
9/28/2003 0:00,Shipped,S700_1938,Euro Shopping Channel,Spain,EMEA,5422
10/21/2003 0:00,Shipped,S700_1938,FunGiftIdeas.com,USA,NA,6026
11/7/2003 0:00,Shipped,S700_1938,CAF Imports,Spain,EMEA,5476
11/14/2003 0:00,Shipped,S700_1938,Mini Creations Ltd.,USA,NA,5664
11/26/2003 0:00,Shipped,S700_1938,Super Scale Inc.,USA,NA,9440
1/2/2004 0:00,Shipped,S700_1938,"Saveley & Henriot, Co.",France,EMEA,6444
2/18/2004 0:00,Shipped,S700_1938,Petit Auto,Belgium,EMEA,4462
3/20/2004 0:00,Shipped,S700_1938,giftsbymail.co.uk,UK,EMEA,4592
5/7/2004 0:00,Cancelled,S700_1938,Land of Toys Inc.,USA,NA,8314
7/21/2004 0:00,Shipped,S700_1938,Petit Auto,Belgium,EMEA,4292
8/20/2004 0:00,Shipped,S700_1938,Mini Gifts Distributors Ltd.,USA,NA,7448
9/9/2004 0:00,Shipped,S700_1938,Amica Models & Co.,Italy,EMEA,4168
10/14/2004 0:00,Shipped,S700_1938,"AV Stores, Co.",UK,EMEA,6976
10/22/2004 0:00,Shipped,S700_1938,Heintze Collectables,Denmark,EMEA,3506
11/10/2004 0:00,Resolved,S700_1938,Danish Wholesale Imports,Denmark,EMEA,6938
11/21/2004 0:00,Shipped,S700_1938,Classic Legends Inc.,USA,NA,5060
12/2/2004 0:00,Shipped,S700_1938,Euro Shopping Channel,Spain,EMEA,5848
1/26/2005 0:00,Shipped,S700_1938,"Tokyo Collectables, Ltd",Japan,Japan,8992
2/23/2005 0:00,Shipped,S700_1938,Corporate Gift Ideas Co.,USA,NA,12794
3/28/2005 0:00,Shipped,S700_1938,Alpha Cognac,France,EMEA,5154
5/6/2005 0:00,On Hold,S700_1938,Gifts4AllAges.com,USA,NA,7066
2/17/2003 0:00,Shipped,S700_2047,Rovelli Gifts,Italy,EMEA,6354
4/28/2003 0:00,Shipped,S700_2047,Salzburg Collectables,Austria,EMEA,5460
6/16/2003 0:00,Shipped,S700_2047,Gift Ideas Corp.,USA,NA,3782
8/10/2003 0:00,Shipped,S700_2047,Mini Creations Ltd.,USA,NA,5224
10/6/2003 0:00,Shipped,S700_2047,"Toys of Finland, Co.",Finland,EMEA,5850
10/23/2003 0:00,Cancelled,S700_2047,Scandinavian Gift Ideas,Sweden,EMEA,5880
11/8/2003 0:00,Shipped,S700_2047,Alpha Cognac,France,EMEA,6586
11/14/2003 0:00,Shipped,S700_2047,"Double Decker Gift Stores, Ltd",UK,EMEA,4778
11/26/2003 0:00,Shipped,S700_2047,Enaco Distributors,Spain,EMEA,4344
1/9/2004 0:00,Shipped,S700_2047,"Men 'R' US Retailers, Ltd.",USA,NA,5854
2/19/2004 0:00,Shipped,S700_2047,Collectable Mini Designs Co.,USA,NA,5318
5/8/2004 0:00,Shipped,S700_2047,Cambridge Collectables Co.,USA,NA,7676
6/24/2004 0:00,Cancelled,S700_2047,Euro Shopping Channel,Spain,EMEA,8284
7/21/2004 0:00,Shipped,S700_2047,Collectables For Less Inc.,USA,NA,4344
8/20/2004 0:00,Shipped,S700_2047,"Royal Canadian Collectables, Ltd.",Canada,NA,3764
9/15/2004 0:00,Shipped,S700_2047,"Bavarian Collectables Imports, Co.",Germany,EMEA,6954
10/14/2004 0:00,Shipped,S700_2047,"Classic Gift Ideas, Inc",USA,NA,6646
11/1/2004 0:00,Shipped,S700_2047,giftsbymail.co.uk,UK,EMEA,8390
11/12/2004 0:00,Shipped,S700_2047,Rovelli Gifts,Italy,EMEA,8312
11/23/2004 0:00,Shipped,S700_2047,"Tokyo Collectables, Ltd",Japan,Japan,7836
12/3/2004 0:00,Shipped,S700_2047,Auto-Moto Classics Inc.,USA,NA,4704
12/17/2004 0:00,Shipped,S700_2047,Souveniers And Things Co.,Australia,APAC,2178
1/31/2005 0:00,Shipped,S700_2047,"Oulu Toy Supplies, Inc.",Finland,EMEA,5402
3/1/2005 0:00,Resolved,S700_2047,Euro Shopping Channel,Spain,EMEA,4974
3/30/2005 0:00,Shipped,S700_2047,Reims Collectables,France,EMEA,7820
4/1/2005 0:00,Shipped,S700_2047,The Sharp Gifts Warehouse,USA,NA,8076
5/9/2005 0:00,Disputed,S700_2047,"Australian Collectables, Ltd",Australia,APAC,6140
2/17/2003 0:00,Shipped,S700_2466,Rovelli Gifts,Italy,EMEA,7526
4/29/2003 0:00,Shipped,S700_2466,"Australian Collectors, Co.",Australia,APAC,5168
6/16/2003 0:00,Shipped,S700_2466,Gift Ideas Corp.,USA,NA,8854
8/10/2003 0:00,Shipped,S700_2466,Mini Creations Ltd.,USA,NA,4304
10/6/2003 0:00,Shipped,S700_2466,"Toys of Finland, Co.",Finland,EMEA,4706
10/28/2003 0:00,Shipped,S700_2466,Technics Stores Inc.,USA,NA,6862
11/8/2003 0:00,Shipped,S700_2466,Alpha Cognac,France,EMEA,3860
11/27/2003 0:00,Shipped,S700_2466,Cruz & Sons Co.,Philippines,Japan,9548
1/12/2004 0:00,Shipped,S700_2466,Osaka Souveniers Co.,Japan,Japan,5184
2/19/2004 0:00,Shipped,S700_2466,Collectable Mini Designs Co.,USA,NA,6492
4/2/2004 0:00,Shipped,S700_2466,"Royal Canadian Collectables, Ltd.",Canada,NA,6744
5/11/2004 0:00,Shipped,S700_2466,The Sharp Gifts Warehouse,USA,NA,7818
6/24/2004 0:00,Cancelled,S700_2466,Euro Shopping Channel,Spain,EMEA,5988
7/23/2004 0:00,Shipped,S700_2466,La Rochelle Gifts,France,EMEA,8944
8/21/2004 0:00,Shipped,S700_2466,"Norway Gifts By Mail, Co.",Norway,EMEA,9152
9/15/2004 0:00,Shipped,S700_2466,"Bavarian Collectables Imports, Co.",Germany,EMEA,4882
10/15/2004 0:00,Shipped,S700_2466,Mini Classics,USA,NA,6212
11/1/2004 0:00,Shipped,S700_2466,giftsbymail.co.uk,UK,EMEA,5412
11/12/2004 0:00,Shipped,S700_2466,Rovelli Gifts,Italy,EMEA,8042
11/24/2004 0:00,Shipped,S700_2466,Enaco Distributors,Spain,EMEA,9652
12/3/2004 0:00,Shipped,S700_2466,Auto-Moto Classics Inc.,USA,NA,9870
12/17/2004 0:00,Shipped,S700_2466,Souveniers And Things Co.,Australia,APAC,5508
2/3/2005 0:00,Shipped,S700_2466,La Rochelle Gifts,France,EMEA,7712
3/1/2005 0:00,Resolved,S700_2466,Euro Shopping Channel,Spain,EMEA,6204
3/30/2005 0:00,Shipped,S700_2466,Reims Collectables,France,EMEA,3816
4/3/2005 0:00,On Hold,S700_2466,Tekni Collectables Inc.,USA,NA,15086
5/10/2005 0:00,Shipped,S700_2466,L'ordine Souveniers,Italy,EMEA,4914
2/11/2003 0:00,Shipped,S700_2610,Danish Wholesale Imports,Denmark,EMEA,4076
4/28/2003 0:00,Shipped,S700_2610,Salzburg Collectables,Austria,EMEA,4998
6/12/2003 0:00,Shipped,S700_2610,"Stylish Desk Decors, Co.",UK,EMEA,7676
8/10/2003 0:00,Shipped,S700_2610,Mini Creations Ltd.,USA,NA,5286
10/2/2003 0:00,Shipped,S700_2610,Boards & Toys Co.,USA,NA,4630
10/23/2003 0:00,Cancelled,S700_2610,Scandinavian Gift Ideas,Sweden,EMEA,6450
11/7/2003 0:00,Shipped,S700_2610,CAF Imports,Spain,EMEA,4902
11/14/2003 0:00,Shipped,S700_2610,Mini Creations Ltd.,USA,NA,4508
11/26/2003 0:00,Shipped,S700_2610,Enaco Distributors,Spain,EMEA,7878
1/2/2004 0:00,Shipped,S700_2610,"Saveley & Henriot, Co.",France,EMEA,6848
2/19/2004 0:00,Shipped,S700_2610,Collectable Mini Designs Co.,USA,NA,5828
3/29/2004 0:00,Shipped,S700_2610,Tekni Collectables Inc.,USA,NA,4778
5/7/2004 0:00,Cancelled,S700_2610,Land of Toys Inc.,USA,NA,4856
6/17/2004 0:00,Shipped,S700_2610,Quebec Home Shopping Network,Canada,NA,6042
7/21/2004 0:00,Shipped,S700_2610,Petit Auto,Belgium,EMEA,5220
8/20/2004 0:00,Shipped,S700_2610,"Royal Canadian Collectables, Ltd.",Canada,NA,6182
9/10/2004 0:00,Shipped,S700_2610,Gifts4AllAges.com,USA,NA,5152
10/14/2004 0:00,Shipped,S700_2610,"AV Stores, Co.",UK,EMEA,6464
11/1/2004 0:00,Shipped,S700_2610,giftsbymail.co.uk,UK,EMEA,7146
11/10/2004 0:00,Resolved,S700_2610,Danish Wholesale Imports,Denmark,EMEA,4044
11/23/2004 0:00,Shipped,S700_2610,"Tokyo Collectables, Ltd",Japan,Japan,7434
12/2/2004 0:00,Shipped,S700_2610,Euro Shopping Channel,Spain,EMEA,4370
1/31/2005 0:00,Shipped,S700_2610,"Oulu Toy Supplies, Inc.",Finland,EMEA,5766
3/1/2005 0:00,Resolved,S700_2610,Euro Shopping Channel,Spain,EMEA,10034
3/28/2005 0:00,Shipped,S700_2610,Alpha Cognac,France,EMEA,2926
5/6/2005 0:00,On Hold,S700_2610,Gifts4AllAges.com,USA,NA,4704
1/29/2003 0:00,Shipped,S700_2824,Baane Mini Imports,Norway,EMEA,8920
4/1/2003 0:00,Shipped,S700_2824,"La Corne D'abondance, Co.",France,EMEA,9516
5/28/2003 0:00,Shipped,S700_2824,"Corrida Auto Replicas, Ltd",Spain,EMEA,9194
7/24/2003 0:00,Shipped,S700_2824,Technics Stores Inc.,USA,NA,8228
9/19/2003 0:00,Shipped,S700_2824,"Dragon Souveniers, Ltd.",Singapore,Japan,4208
10/21/2003 0:00,Resolved,S700_2824,Mini Auto Werke,Austria,EMEA,6390
11/6/2003 0:00,Shipped,S700_2824,"Stylish Desk Decors, Co.",UK,EMEA,7222
11/13/2003 0:00,Shipped,S700_2824,"Classic Gift Ideas, Inc",USA,NA,4000
11/25/2003 0:00,Shipped,S700_2824,"Saveley & Henriot, Co.",France,EMEA,4628
12/5/2003 0:00,Shipped,S700_2824,Canadian Gift Exchange Network,Canada,NA,7742
2/4/2004 0:00,Shipped,S700_2824,Handji Gifts& Co,Singapore,APAC,5456
3/11/2004 0:00,Shipped,S700_2824,Mini Gifts Distributors Ltd.,USA,NA,11228
5/4/2004 0:00,Shipped,S700_2824,Super Scale Inc.,USA,NA,9256
6/15/2004 0:00,Shipped,S700_2824,"Tokyo Collectables, Ltd",Japan,Japan,7282
7/19/2004 0:00,Shipped,S700_2824,Souveniers And Things Co.,Australia,APAC,8096
8/19/2004 0:00,Shipped,S700_2824,Diecast Classics Inc.,USA,NA,4642
9/8/2004 0:00,Shipped,S700_2824,Scandinavian Gift Ideas,Sweden,EMEA,6512
10/11/2004 0:00,Shipped,S700_2824,Auto Assoc. & Cie.,France,EMEA,8416
10/22/2004 0:00,Shipped,S700_2824,Canadian Gift Exchange Network,Canada,NA,5946
11/5/2004 0:00,Shipped,S700_2824,Vitachrome Inc.,USA,NA,8496
11/20/2004 0:00,Shipped,S700_2824,"La Corne D'abondance, Co.",France,EMEA,19116
11/1/2004 0:00,Shipped,S700_2824,"Corrida Auto Replicas, Ltd",Spain,EMEA,5300
12/10/2004 0:00,Shipped,S700_2824,Euro Shopping Channel,Spain,EMEA,7522
1/23/2005 0:00,Shipped,S700_2824,Mini Gifts Distributors Ltd.,USA,NA,8602
2/17/2005 0:00,Shipped,S700_2824,Mini Gifts Distributors Ltd.,USA,NA,3728
5/1/2005 0:00,Shipped,S700_2824,Quebec Home Shopping Network,Canada,NA,7152
5/31/2005 0:00,In Process,S700_2824,Euro Shopping Channel,Spain,EMEA,7444
2/17/2003 0:00,Shipped,S700_2834,Rovelli Gifts,Italy,EMEA,7972
4/29/2003 0:00,Shipped,S700_2834,"Australian Collectors, Co.",Australia,APAC,6834
6/27/2003 0:00,Shipped,S700_2834,Euro Shopping Channel,Spain,EMEA,5382
8/25/2003 0:00,Shipped,S700_2834,Toys4GrownUps.com,USA,NA,5504
10/28/2003 0:00,Shipped,S700_2834,Technics Stores Inc.,USA,NA,9054
11/18/2003 0:00,Shipped,S700_2834,Herkku Gifts,Norway,EMEA,7914
1/12/2004 0:00,Shipped,S700_2834,Osaka Souveniers Co.,Japan,Japan,5636
2/20/2004 0:00,Shipped,S700_2834,"Australian Collectors, Co.",Australia,APAC,6398
4/2/2004 0:00,Shipped,S700_2834,"Royal Canadian Collectables, Ltd.",Canada,NA,4804
5/11/2004 0:00,Shipped,S700_2834,The Sharp Gifts Warehouse,USA,NA,12110
6/28/2004 0:00,Shipped,S700_2834,Gift Depot Inc.,USA,NA,10930
7/23/2004 0:00,Shipped,S700_2834,La Rochelle Gifts,France,EMEA,12756
8/27/2004 0:00,Shipped,S700_2834,Marta's Replicas Co.,USA,NA,10784
9/16/2004 0:00,Shipped,S700_2834,"Clover Collections, Co.",Ireland,EMEA,7972
10/15/2004 0:00,Shipped,S700_2834,Mini Classics,USA,NA,8018
11/2/2004 0:00,Shipped,S700_2834,Diecast Classics Inc.,USA,NA,14238
11/12/2004 0:00,Shipped,S700_2834,Rovelli Gifts,Italy,EMEA,8144
11/24/2004 0:00,Shipped,S700_2834,Enaco Distributors,Spain,EMEA,8188
12/4/2004 0:00,Shipped,S700_2834,Gift Ideas Corp.,USA,NA,6604
12/17/2004 0:00,Shipped,S700_2834,Souveniers And Things Co.,Australia,APAC,6372
2/3/2005 0:00,Shipped,S700_2834,La Rochelle Gifts,France,EMEA,3336
3/3/2005 0:00,Shipped,S700_2834,FunGiftIdeas.com,USA,NA,14308
3/30/2005 0:00,Shipped,S700_2834,Reims Collectables,France,EMEA,5620
4/3/2005 0:00,On Hold,S700_2834,Tekni Collectables Inc.,USA,NA,4036
5/10/2005 0:00,Shipped,S700_2834,L'ordine Souveniers,Italy,EMEA,11284
2/17/2003 0:00,Shipped,S700_3167,Rovelli Gifts,Italy,EMEA,6546
4/29/2003 0:00,Shipped,S700_3167,"Australian Collectors, Co.",Australia,APAC,6536
8/10/2003 0:00,Shipped,S700_3167,Mini Creations Ltd.,USA,NA,5376
10/6/2003 0:00,Shipped,S700_3167,"Toys of Finland, Co.",Finland,EMEA,7430
10/28/2003 0:00,Shipped,S700_3167,Technics Stores Inc.,USA,NA,9216
12/1/2003 0:00,Shipped,S700_3167,West Coast Collectables Co.,USA,NA,6262
1/12/2004 0:00,Shipped,S700_3167,Osaka Souveniers Co.,Japan,Japan,5356
2/20/2004 0:00,Shipped,S700_3167,"Australian Collectors, Co.",Australia,APAC,3494
4/2/2004 0:00,Shipped,S700_3167,"Royal Canadian Collectables, Ltd.",Canada,NA,5888
5/11/2004 0:00,Shipped,S700_3167,The Sharp Gifts Warehouse,USA,NA,5912
6/24/2004 0:00,Cancelled,S700_3167,Euro Shopping Channel,Spain,EMEA,4104
7/23/2004 0:00,Shipped,S700_3167,La Rochelle Gifts,France,EMEA,6328
8/21/2004 0:00,Shipped,S700_3167,"Norway Gifts By Mail, Co.",Norway,EMEA,3480
9/15/2004 0:00,Shipped,S700_3167,"Bavarian Collectables Imports, Co.",Germany,EMEA,3554
10/15/2004 0:00,Shipped,S700_3167,Mini Classics,USA,NA,3662
11/1/2004 0:00,Shipped,S700_3167,giftsbymail.co.uk,UK,EMEA,7218
11/12/2004 0:00,Shipped,S700_3167,Rovelli Gifts,Italy,EMEA,4224
11/24/2004 0:00,Shipped,S700_3167,Salzburg Collectables,Austria,EMEA,7288
12/4/2004 0:00,Shipped,S700_3167,Gift Ideas Corp.,USA,NA,7046
12/17/2004 0:00,Shipped,S700_3167,Souveniers And Things Co.,Australia,APAC,10002
2/3/2005 0:00,Shipped,S700_3167,La Rochelle Gifts,France,EMEA,10416
3/1/2005 0:00,Resolved,S700_3167,Euro Shopping Channel,Spain,EMEA,6036
3/30/2005 0:00,Shipped,S700_3167,Reims Collectables,France,EMEA,3804
4/3/2005 0:00,On Hold,S700_3167,Tekni Collectables Inc.,USA,NA,14168
5/10/2005 0:00,Shipped,S700_3167,L'ordine Souveniers,Italy,EMEA,5240
2/11/2003 0:00,Shipped,S700_3505,Danish Wholesale Imports,Denmark,EMEA,6328
4/21/2003 0:00,Shipped,S700_3505,Enaco Distributors,Spain,EMEA,8438
6/12/2003 0:00,Shipped,S700_3505,"Stylish Desk Decors, Co.",UK,EMEA,7656
8/8/2003 0:00,Shipped,S700_3505,Mini Gifts Distributors Ltd.,USA,NA,4668
9/28/2003 0:00,Shipped,S700_3505,Euro Shopping Channel,Spain,EMEA,8814
10/23/2003 0:00,Cancelled,S700_3505,Scandinavian Gift Ideas,Sweden,EMEA,5624
11/7/2003 0:00,Shipped,S700_3505,CAF Imports,Spain,EMEA,8110
11/14/2003 0:00,Shipped,S700_3505,Mini Creations Ltd.,USA,NA,7782
11/26/2003 0:00,Shipped,S700_3505,Enaco Distributors,Spain,EMEA,4976
1/2/2004 0:00,Shipped,S700_3505,"Saveley & Henriot, Co.",France,EMEA,8894
2/19/2004 0:00,Shipped,S700_3505,Collectable Mini Designs Co.,USA,NA,8374
3/20/2004 0:00,Shipped,S700_3505,giftsbymail.co.uk,UK,EMEA,9230
5/7/2004 0:00,Cancelled,S700_3505,Land of Toys Inc.,USA,NA,6490
6/17/2004 0:00,Shipped,S700_3505,Quebec Home Shopping Network,Canada,NA,4406
7/21/2004 0:00,Shipped,S700_3505,Petit Auto,Belgium,EMEA,6892
8/20/2004 0:00,Shipped,S700_3505,"Royal Canadian Collectables, Ltd.",Canada,NA,3878
9/10/2004 0:00,Shipped,S700_3505,Gifts4AllAges.com,USA,NA,6946
10/14/2004 0:00,Shipped,S700_3505,"AV Stores, Co.",UK,EMEA,5768
10/29/2004 0:00,Shipped,S700_3505,La Rochelle Gifts,France,EMEA,5340
11/10/2004 0:00,Resolved,S700_3505,Danish Wholesale Imports,Denmark,EMEA,6880
11/21/2004 0:00,Shipped,S700_3505,Classic Legends Inc.,USA,NA,5540
12/2/2004 0:00,Shipped,S700_3505,Euro Shopping Channel,Spain,EMEA,4794
1/31/2005 0:00,Shipped,S700_3505,"Oulu Toy Supplies, Inc.",Finland,EMEA,6550
3/1/2005 0:00,Resolved,S700_3505,Euro Shopping Channel,Spain,EMEA,8286
3/28/2005 0:00,Shipped,S700_3505,Alpha Cognac,France,EMEA,10384
5/6/2005 0:00,On Hold,S700_3505,Gifts4AllAges.com,USA,NA,6058
2/11/2003 0:00,Shipped,S700_3962,Danish Wholesale Imports,Denmark,EMEA,5112
4/16/2003 0:00,Shipped,S700_3962,"Dragon Souveniers, Ltd.",Singapore,Japan,7506
6/12/2003 0:00,Shipped,S700_3962,"Stylish Desk Decors, Co.",UK,EMEA,5124
8/8/2003 0:00,Shipped,S700_3962,Mini Gifts Distributors Ltd.,USA,NA,6490
9/28/2003 0:00,Shipped,S700_3962,Euro Shopping Channel,Spain,EMEA,4408
10/23/2003 0:00,Cancelled,S700_3962,Scandinavian Gift Ideas,Sweden,EMEA,6006
11/7/2003 0:00,Shipped,S700_3962,CAF Imports,Spain,EMEA,5052
11/14/2003 0:00,Shipped,S700_3962,Mini Creations Ltd.,USA,NA,3494
11/26/2003 0:00,Shipped,S700_3962,Enaco Distributors,Spain,EMEA,6534
1/2/2004 0:00,Shipped,S700_3962,"Saveley & Henriot, Co.",France,EMEA,5636
2/19/2004 0:00,Shipped,S700_3962,Collectable Mini Designs Co.,USA,NA,5910
3/20/2004 0:00,Shipped,S700_3962,giftsbymail.co.uk,UK,EMEA,5770
5/7/2004 0:00,Cancelled,S700_3962,Land of Toys Inc.,USA,NA,6324
6/17/2004 0:00,Shipped,S700_3962,Quebec Home Shopping Network,Canada,NA,8142
7/21/2004 0:00,Shipped,S700_3962,Petit Auto,Belgium,EMEA,5938
8/20/2004 0:00,Shipped,S700_3962,"Royal Canadian Collectables, Ltd.",Canada,NA,6792
9/10/2004 0:00,Shipped,S700_3962,Online Mini Collectables,USA,NA,9384
10/14/2004 0:00,Shipped,S700_3962,"AV Stores, Co.",UK,EMEA,7030
10/29/2004 0:00,Shipped,S700_3962,La Rochelle Gifts,France,EMEA,6760
11/10/2004 0:00,Resolved,S700_3962,Danish Wholesale Imports,Denmark,EMEA,6408
11/21/2004 0:00,Shipped,S700_3962,Classic Legends Inc.,USA,NA,5176
12/2/2004 0:00,Shipped,S700_3962,Euro Shopping Channel,Spain,EMEA,5708
1/31/2005 0:00,Shipped,S700_3962,"Oulu Toy Supplies, Inc.",Finland,EMEA,8050
3/1/2005 0:00,Resolved,S700_3962,Euro Shopping Channel,Spain,EMEA,5728
3/28/2005 0:00,Shipped,S700_3962,Alpha Cognac,France,EMEA,7578
5/6/2005 0:00,On Hold,S700_3962,Gifts4AllAges.com,USA,NA,4878
2/17/2003 0:00,Shipped,S700_4002,Rovelli Gifts,Italy,EMEA,5898
4/28/2003 0:00,Shipped,S700_4002,Salzburg Collectables,Austria,EMEA,3078
6/16/2003 0:00,Shipped,S700_4002,Gift Ideas Corp.,USA,NA,4426
8/10/2003 0:00,Shipped,S700_4002,Mini Creations Ltd.,USA,NA,5838
10/6/2003 0:00,Shipped,S700_4002,"Toys of Finland, Co.",Finland,EMEA,7556
10/28/2003 0:00,Shipped,S700_4002,Technics Stores Inc.,USA,NA,6466
11/8/2003 0:00,Shipped,S700_4002,Alpha Cognac,France,EMEA,6862
11/27/2003 0:00,Shipped,S700_4002,Cruz & Sons Co.,Philippines,Japan,5092
1/12/2004 0:00,Shipped,S700_4002,Osaka Souveniers Co.,Japan,Japan,5906
2/19/2004 0:00,Shipped,S700_4002,Collectable Mini Designs Co.,USA,NA,6366
4/2/2004 0:00,Shipped,S700_4002,"Royal Canadian Collectables, Ltd.",Canada,NA,4932
5/11/2004 0:00,Shipped,S700_4002,The Sharp Gifts Warehouse,USA,NA,4726
6/24/2004 0:00,Cancelled,S700_4002,Euro Shopping Channel,Spain,EMEA,4974
7/23/2004 0:00,Shipped,S700_4002,La Rochelle Gifts,France,EMEA,4498
8/21/2004 0:00,Shipped,S700_4002,"Norway Gifts By Mail, Co.",Norway,EMEA,4122
9/15/2004 0:00,Shipped,S700_4002,"Bavarian Collectables Imports, Co.",Germany,EMEA,8142
10/15/2004 0:00,Shipped,S700_4002,Mini Classics,USA,NA,5312
11/1/2004 0:00,Shipped,S700_4002,giftsbymail.co.uk,UK,EMEA,5472
11/12/2004 0:00,Shipped,S700_4002,Rovelli Gifts,Italy,EMEA,6696
11/23/2004 0:00,Shipped,S700_4002,"Tokyo Collectables, Ltd",Japan,Japan,5786
12/3/2004 0:00,Shipped,S700_4002,Auto-Moto Classics Inc.,USA,NA,3322
12/17/2004 0:00,Shipped,S700_4002,Souveniers And Things Co.,Australia,APAC,8554
1/31/2005 0:00,Shipped,S700_4002,"Oulu Toy Supplies, Inc.",Finland,EMEA,5004
3/1/2005 0:00,Resolved,S700_4002,Euro Shopping Channel,Spain,EMEA,7602
3/30/2005 0:00,Shipped,S700_4002,Reims Collectables,France,EMEA,6288
4/3/2005 0:00,On Hold,S700_4002,Tekni Collectables Inc.,USA,NA,4062
5/10/2005 0:00,Shipped,S700_4002,L'ordine Souveniers,Italy,EMEA,5348
2/17/2003 0:00,Shipped,S72_1253,Rovelli Gifts,Italy,EMEA,5052
4/28/2003 0:00,Shipped,S72_1253,Salzburg Collectables,Austria,EMEA,2696
6/16/2003 0:00,Shipped,S72_1253,Gift Ideas Corp.,USA,NA,1750
8/10/2003 0:00,Shipped,S72_1253,Mini Creations Ltd.,USA,NA,3748
10/6/2003 0:00,Shipped,S72_1253,"Toys of Finland, Co.",Finland,EMEA,3342
10/23/2003 0:00,Cancelled,S72_1253,Scandinavian Gift Ideas,Sweden,EMEA,3336
11/8/2003 0:00,Shipped,S72_1253,Alpha Cognac,France,EMEA,4602
11/14/2003 0:00,Shipped,S72_1253,"Double Decker Gift Stores, Ltd",UK,EMEA,2918
11/26/2003 0:00,Shipped,S72_1253,Enaco Distributors,Spain,EMEA,2418
1/9/2004 0:00,Shipped,S72_1253,"Men 'R' US Retailers, Ltd.",USA,NA,4290
2/19/2004 0:00,Shipped,S72_1253,Collectable Mini Designs Co.,USA,NA,2832
5/8/2004 0:00,Shipped,S72_1253,Cambridge Collectables Co.,USA,NA,3686
6/24/2004 0:00,Cancelled,S72_1253,Euro Shopping Channel,Spain,EMEA,2398
7/21/2004 0:00,Shipped,S72_1253,Collectables For Less Inc.,USA,NA,3750
8/20/2004 0:00,Shipped,S72_1253,"Royal Canadian Collectables, Ltd.",Canada,NA,4954
9/15/2004 0:00,Shipped,S72_1253,"Bavarian Collectables Imports, Co.",Germany,EMEA,1896
10/14/2004 0:00,Shipped,S72_1253,"Classic Gift Ideas, Inc",USA,NA,3646
11/1/2004 0:00,Shipped,S72_1253,giftsbymail.co.uk,UK,EMEA,2970
11/15/2004 0:00,Shipped,S72_1253,Land of Toys Inc.,USA,NA,7578
11/23/2004 0:00,Shipped,S72_1253,"Tokyo Collectables, Ltd",Japan,Japan,4120
12/3/2004 0:00,Shipped,S72_1253,Auto-Moto Classics Inc.,USA,NA,5158
12/17/2004 0:00,Shipped,S72_1253,Souveniers And Things Co.,Australia,APAC,4378
1/31/2005 0:00,Shipped,S72_1253,"Oulu Toy Supplies, Inc.",Finland,EMEA,3248
